model simulation_number drift_max_amp drift_exp_amp drift_l drift_epsilon diff_max_amp diff_exp_amp diff_l diff_epsilon v m xm_1 xm_2 xm_3 xm_4 xm_5 xm_6 xm_7 xm_8 xm_9 xm_10 xm_11 xm_12 xm_13 xm_14 xm_15
M2 45 5 4.57369539784368 0.694029777384857 0.001 1 0 5.02324876846461 0.001 -0.121267030485469 15 -1.60755286800564 -0.998013467957579 -0.592946146864569 -0.611423032069588 -0.629935397607515 -0.553726222073322 -0.406773064717065 0.411898736712354 0.776536391470577 1.00141685153215 1.00130165631405 0.940768753477263 0.94956888681149 1.27958260440114 2.05945489927368
M2 46 5 4.70566384336284 1.0323357722891 0.001 1 0 2.4284458255726 0.001 -0.00136286835261842 15 -1.6766825871197 -1.09537184231868 -0.764954426961088 -0.512345693898285 -0.0492483019213498 0.0964572845841698 0.123634110748906 0.0859057545350178 0.022803544428265 0.0256348923216982 0.134542320821491 0.808293106802433 0.995335259611207 1.50479126882727 2.01403109579608
M2 47 5 4.97915500977364 0.760239850993155 0.001 1 0 3.70619842923187 0.001 -0.164724864137067 15 -1.81002488457019 -0.00400763553834155 -1.33510929508018 -1.03207489776412 0.574103962928462 0.703182862247749 0.91978109566064 1.10460303053408 -0.581288176608969 -0.346593184758385 -0.159137691672328 1.42938779193389 1.69466016342745 0.224412641039248 1.86573220465391
M2 48 5 4.99107245555361 1.06096766348324 0.001 1 0 5.17387726499983 0.001 0.124863661295614 15 -1.95965372707952 -1.66969835108699 -1.02496895791479 -0.668259144060246 -0.582284292354947 -0.443857680974858 -0.689918725010181 0.344397497589648 0.6256076380527 0.743659483015477 0.607116157999688 0.748075491705969 1.46160553326522 1.50289721540452 1.94471669476576
M2 49 5 3.40820411742522 0.600872885649256 0.001 1 0 4.40789912242281 0.001 -0.579361896593277 15 -1.89518885112069 -1.4803795169113 -1.19272105925488 -0.96471957919849 -0.922065088918145 -0.684718016265017 -0.391931705924156 -0.188778566774638 0.107764395937397 0.420672563695314 0.606336315738058 0.877551842865176 1.15916856469326 1.39193208456703 1.75276260352609
M2 50 5 4.98404455232432 0.928804057484113 0.001 1 0 4.88217085591046 0.001 -0.438933158941264 15 -1.80879366082779 -1.04865712943483 -0.676064616283529 -0.596995043230361 0.049425243157106 0.380452997489546 0.425689389718101 0.748186566661187 -0.627890784309001 1.52650029504767 1.3897110606361 0.123875372839687 0.393890746478841 0.366361633442902 2.03049143578276
M2 51 5 4.97778735537811 0.792397793616177 0.001 1 0 4.22748560121421 0.001 0.778761191814455 15 -2.14088749196805 -0.195204502867559 0.228733759117095 0.579704561514981 0.78633724572913 0.941986114651786 1.09173739977888 -1.74708912647154 1.67450626060309 1.6783886693733 -1.0279295180392 -0.932032488021265 -0.613624730338515 -0.0857507235939769 1.97098036601591
M2 52 5 4.59722521584589 0.584542172517217 0.001 1 0 4.8612288006733 0.001 -0.728851737766079 15 -0.405999405252406 -1.95896746731859 0.386176970296942 0.316259033190954 -0.00750354721214869 -1.43648279737845 0.680602420118994 0.824486104659164 1.11793286734316 1.37923160592209 1.96630851061379 1.46253997324405 1.386981611685 -0.959337786701955 1.76938479693157
M2 53 5 3.37870598158383 0.715888574975539 0.001 1 0 5.29426064492361 0.001 -0.0970029159218341 15 -1.99160768678511 -1.35166097155676 -0.988307858836917 -0.561965388447052 -0.450226922927083 -0.97106509654596 0.171106259816865 0.276103784327159 0.365483973577331 0.430153456112079 0.917152863935713 1.16975916163918 1.42623505221004 1.83820610533039 1.92395728132115
M2 54 5 4.99925156207471 0.826837348389592 0.001 1 0 5.10039100554019 0.001 -0.0632711641614132 15 0.723820380699247 -2.00942875890478 -1.79551176470608 0.173694412453198 -1.4661048512202 -1.18166529751497 0.90076334982532 -0.457094053186937 -1.07559069176146 1.70298644188002 1.80705382616071 1.27573343207871 -0.244674371876412 -0.54682366224928 1.99203247121012
M2 55 5 4.47140220409384 0.610454228665903 0.001 1 0 4.27440459495499 0.001 -0.0103732487061023 15 -1.59452154755042 -1.23955405853291 -1.08971775332812 -0.77053301771986 -0.637018553440858 -0.299346607914859 -0.120772652927054 0.198665724724638 0.236721367918148 0.478940298736279 0.773382707944408 0.956100798663705 1.15543770277146 1.45885515841917 1.68330485834964
M2 56 5 4.35974948835493 0.842571271362553 0.001 1 0 5.12819602343907 0.001 -0.417236442634852 15 -2.02784303305011 -1.39801207868377 -1.0642289008511 -1.02044578140428 -0.671408863129194 -0.388358801594648 0.00433471064459285 0.293178072448894 0.412768196670465 0.571319345051722 0.975556571490105 1.26932294476391 1.4853394149929 1.61956223508003 2.09578134596154
M2 57 5 4.81397037258247 0.967432146142525 0.001 1 0 3.15229389012536 0.001 -0.000987091608184016 15 -1.87622565904986 -0.995338274514857 0.215540051278272 0.469334345233056 0.468740506395195 0.439204188088608 -0.0109330528435829 -0.312446169035076 -0.61934967786544 -0.655153263281181 -0.271346198072445 0.169526847436798 0.602600036080203 1.28059416063479 1.88976150409005
M2 58 5 4.36258166338751 0.534032994373548 0.001 1 0 4.51575682095548 0.001 -0.953252716119774 15 -1.95778456378774 -1.3352449031157 -1.17456077825966 -0.789095150664031 -0.632640330275402 -0.411946981417729 0.0135322578185581 0.0650607444291459 0.225135081243002 0.703111962347913 0.838044546398189 1.050483417122 1.15817531395934 1.37107808185263 1.91390255755794
M2 59 5 4.47113285273429 0.919233687765007 0.001 1 0 4.12656253226944 0.001 -0.25615251753276 15 -1.95574294571629 -1.94793600911798 -1.53083882344038 -1.11998810051517 -1.07879381121827 -0.799338453068994 -0.500077056068249 -0.0632181708886749 0.332893666116118 0.404185143030057 0.954637502011648 0.877359268621459 0.924619133898617 1.94472110986884 1.6498068176937
M2 60 5 5 1.08528694350389 0.001 1 0 5.02346828685976 0.001 -0.0880209616407485 15 -1.93936617320494 -1.63552007706649 -1.02447626793727 -0.764553029229814 -0.679705215453749 -0.411420033919864 -0.0935262487216414 0.109845938556715 0.374166788812181 0.72557016864508 0.837914545892992 0.973867951541141 1.38940198597059 1.61228689494485 2.14716798386359
M2 61 5 4.97335214538121 1.12298471714283 0.001 1 0 4.27173556769473 0.001 -0.250109546138417 15 0.0430420133646395 0.345773967565883 -2.09777522264291 -1.98251038102919 -1.95992593350024 1.09828714136621 -0.723335622735423 -0.828800761301056 -0.964240348539579 0.997486139942656 -0.177059892779857 0.300644743778973 0.217298856481641 -0.143975687349824 1.90990226324786
M2 62 5 4.96782409510484 0.926749376360928 0.001 1 0 5.09529840019274 0.001 -0.474861459213683 15 -1.81176026512903 -1.64525201251963 -1.10482281738728 -1.01425153656824 -0.809798047296494 -0.176137883299202 0.263315225317673 0.452376789174947 0.72780780199806 0.395064020263279 1.13436627120822 1.34449086382567 1.53860105906046 1.88412573438297 1.89745143302921
M2 63 5 5 0.998951727018262 0.001 1 0 4.23243983143302 0.001 -0.537016964060839 15 -2.13902660782984 -1.4656808658555 -0.525442799664346 -0.691444046151916 -0.722125884664957 -0.835951388187498 -0.806538476642285 -0.747454149805231 -0.253568804585645 0.690681410922749 0.732535332917272 0.715544388507642 0.66304782480515 1.31191036825706 1.98388884753532
M2 64 5 5 1.02123538561863 0.001 1 0 4.97599345383027 0.001 -0.449122071201639 15 -1.95250221421717 -1.41628900511514 -0.874567516162795 -0.807020378764891 -0.742226075146415 -0.728685558467785 -0.638067551845672 -0.576509981022363 -0.829344242385568 0.468825888559649 0.907518931534035 1.06853303259208 0.851398248367146 0.888361835510324 1.94679320693302
M2 65 5 4.34365423839607 0.731570063811519 0.001 1 0 4.67676702379665 0.001 0.123605696978966 15 -1.86061727889653 -1.53850347594784 -1.37628496106902 -1.00463998909391 -0.804447239237945 -0.511589364987336 -0.210738646143281 0.159967168733166 0.213498107749878 0.417370867478592 0.722797922864518 0.955589220332864 1.28989155113733 1.64579986277902 2.01190362569366
M2 66 5 4.97208750324643 0.890468281714606 0.001 1 0 4.93799769318692 0.001 -0.133642854738454 15 0.224584303017954 -1.96726337209177 -1.96726313515797 -1.73622179044506 -0.367390970634157 -0.865054586871822 -0.878730221336882 -0.969984434376095 -0.801676217195506 1.30616006225559 0.700478579460617 0.748498113148493 0.73301487559741 0.0871183387482057 1.84749671881027
M2 67 5 4.83345445118175 0.933744632545164 0.001 1 0 5.4749684860082 0.001 0.159744775553168 15 -1.75463355851691 -1.59422343373977 -1.26645451627702 -0.898407022852218 -0.89346732311822 -0.806689921197942 -0.730279479947191 0.290346079119017 0.80353898870599 0.943846667402198 0.859705150319678 0.953549897588683 1.10503676059075 1.57748033789109 1.63396180346233
M2 68 5 4.13252990904789 0.781578825584192 0.001 1 0.00247795098088461 4.69091396725396 0.001 -0.0359054287796118 15 -2.12650082500299 -1.56924431176831 -1.2812500099976 -1.07889184911145 -0.901827453975893 -0.644967200114439 -0.397484824561327 -0.0991752963589075 0.156629522229873 0.40499199467107 0.842999227295065 0.904385013134407 1.12158525971986 1.52870120336213 2.00470699793039
M2 69 5 5 0.69447200082168 0.001 1 0 5.45052969342014 0.001 -0.559586402714178 15 -1.73174509349217 -1.46408681986396 0.0612478674588569 -0.557148371997049 -0.972490364731103 -0.954889255793427 -0.825661122891122 -0.260398617861063 0.905441407033993 0.421938098119488 0.414807366486337 0.378673910082392 0.417527777372615 1.32984723654445 1.89397174309961
M2 70 5 4.95930427983227 0.907656867843933 0.001 1 0 4.98972438048501 0.001 -0.133369578448591 15 -1.95759054858049 -1.64622731776439 -0.977877774020283 -0.852570420868246 -0.841540632501397 -0.478089732259116 -0.348434741062408 -0.197229064803067 0.0455133593914282 0.452942782718719 0.689238415534949 0.775822321451506 1.38041297768412 1.54477842583793 1.90763795655912
M2 71 5 4.96793526033573 0.69240308433599 0.001 1 0 4.82169665344704 0.001 -0.333488906921443 15 -2.1090605429892 -1.55677183983558 -0.760561834149778 -0.59171020512207 -0.63477166586338 -0.786007055555162 -0.705765299648261 -0.14359978616163 0.929767817602622 0.579009993394895 0.650848597858211 0.693421066667044 1.1381147827222 1.42040039996199 2.03071251198167
M2 72 5 4.26434486109071 0.70246709632481 0.001 1 0 5.01888288614066 0.001 -0.528773588220091 15 -1.89539465922185 0.270457401023224 0.747738073334642 0.975120156430032 1.14655972228398 -0.917997558626897 1.56057498041126 1.79056323110318 1.8847113955528 1.78314248726279 -1.50716555033362 -1.05589811308514 2.21832880905923 2.15484882430415 2.26632102492094
M2 73 5 4.81688199659019 1.04698778264023 0.001 1 0 4.69341467085138 0.001 -0.115705048331904 15 -2.15054262922194 -1.54361624614484 -1.06288879423099 -0.79540293586826 -0.518414143059407 -0.400359922269592 -0.264980789432619 -0.444523108067981 0.339146353520966 0.484457263811174 0.49027806281329 0.515535010615673 1.01161286449861 1.32508944767969 2.07972517466644
M2 74 5 5 0.735902717747237 0.001 1 0 4.50237430897589 0.001 -0.764406413369699 15 -1.86799521617212 -1.93538235783418 -1.32757242670754 -0.838010599909758 -0.723774829118204 -0.489533792892468 -0.083222263126103 0.213974021506717 0.180783285454473 0.345767421852532 0.839834219567075 1.02805569475531 1.30218022891564 1.41933983488975 2.00682615126562
M2 75 5 5 0.892238308168299 0.001 1 0 4.73959039904334 0.001 -0.672455861887695 15 -2.04849698563442 -2.04865406094104 -1.82730932537243 -0.267923533458197 -0.697771870546484 -1.02737823550692 -1.04692572586555 -0.883592815319463 1.28818407610682 0.801978241632401 0.804417306485006 0.752256067737419 0.526086824664695 -0.308892589234986 1.89264863133864
M2 76 5 4.99663833006733 0.765186277122791 0.001 1 0 4.17366434531922 0.001 -0.137718268732802 15 -1.99514333152498 -1.45215500250676 -1.1264473024868 -0.985018393358622 -0.839395588457143 -0.361350600246784 -0.132671813274106 0.0132172430118726 0.129014961553145 0.45882808077058 0.879017141742576 0.945741387800026 1.0986369767051 1.60957576883527 1.97869560206602
M2 77 5 5 0.667047337983548 0.001 1 0 4.54670958706801 0.001 -0.390298029659599 15 -2.08996147355916 -1.27509240810662 -1.61345347097317 -0.649719558359378 -0.647054662454005 -0.345325373529606 -0.018798465867541 -0.957778883652466 0.556411103074057 1.17692822706782 0.291555507118957 0.877656977014944 1.42994296781399 1.13694096153264 1.84275668843187
M2 78 5 4.91679396906433 1.0591226545242 0.001 1 0 4.90037404307209 0.001 -0.244462154898899 15 -2.04279923686157 -1.21033217953055 -1.02401552871758 -0.843244380821101 -0.749713094115998 -0.710597795227634 -0.700675092674518 -0.600362082012808 -0.69289660089476 0.0592542600671375 0.593934162700019 1.03427087848626 1.09340817072775 1.14434625437108 1.87555501543348
M2 79 5 3.8396700264314 0.688497095433272 0.001 1 0 4.36812927643357 0.001 -0.00571515281405491 15 -2.02187996480958 -1.5377732607171 -0.0646545470335674 -1.16150226100128 -1.03147363708738 -0.795173010041036 -0.340627378837259 -0.581301920712858 0.784020731858656 0.561384910544528 0.838106062342942 1.49275981839532 1.18221076600445 0.164554558652874 1.83892237043032
M2 80 5 4.99999585416573 0.941683558070169 0.001 1 0 4.55594679502706 0.001 -0.126182772846294 15 -1.9756939850935 -1.49169795225482 -1.09378195910004 -0.92466864907974 -0.833396900427467 -0.581303203148822 -0.318467936286948 -0.0262730679412129 0.448853497158925 0.44821407030337 0.954646172478963 1.01639070819565 1.25021191643006 1.44980174580232 1.96843817556017
M2 81 5 4.93810629555395 1.05457120158922 0.001 1 0 2.01705844585479 0.001 -0.0537689934883943 15 -2.2683017733631 -0.718366510887266 -2.05743392930878 -0.267717005642043 -0.246398986139139 -0.983300674338441 -0.797802179133778 -0.594542237826389 -0.603128388048657 0.957742357187038 0.0820037047618511 1.7517787444745 0.0205159968688431 0.550998606822265 2.02143100792745
M2 82 5 4.95307796513556 0.992455134857248 0.001 1 0 4.42455273403053 0.001 -0.367232240913555 15 -1.90609275054541 -1.37173026192139 -1.24253997980085 -0.96179129677494 -0.634337738475873 -0.576061902277677 -0.384849623858819 0.0515784789393624 0.428890818587657 0.597545835766877 0.660025822095304 1.11566397368668 1.19798013118964 1.49312786460777 1.93649025044934
M2 83 5 4.76487070428543 0.626524098709088 0.001 1 0 4.92545267493739 0.001 -0.770456512346883 15 -1.84579422115657 -1.39588791850606 -1.18061223263736 -1.02922934765116 -0.704058457436907 -0.447796590183671 -0.284773858966956 0.0908538356281379 0.119049963042134 0.365682641258316 0.671445494128091 0.943983580086013 1.35398301866208 1.41244435241345 1.99085472261178
M2 84 5 4.28106419619767 0.591811305655562 0.001 1 0 5.14423756210557 0.001 -0.290135637199091 15 -2.08141058193159 -1.84538263547277 -1.42706195191326 -1.16718528766742 -0.761577168561506 -0.544714091867702 -0.0970267297928355 0.259248605213668 0.146715911450347 0.484972426047577 1.01181495013675 0.782293912674101 1.26781002264447 1.72297443452113 2.01498660692965
M2 85 5 4.93667269159391 0.880297627724591 0.001 1 0 2.51561755029157 0.001 -0.270665835851545 15 -1.74920989773771 -1.29199938505029 -1.27055318509442 -0.966507454503273 -0.705281458000691 -0.427740024090055 -0.118313688774554 0.0731433444788922 0.168581813872182 0.491229942286897 0.828592084817528 0.829335351579181 1.26905032924133 1.58783927285063 1.75971445242869
M2 86 5 4.61846223381266 0.807385253152937 0.001 1 0 5.33040636698214 0.001 -0.447053317755163 15 -1.9750446990622 -1.48365116485114 -0.476381712697685 -0.571493268117912 -0.608232406106476 -0.806928449369671 -0.790143275316867 0.230802811512637 0.618079589354304 1.00132928938632 1.03674043086771 1.00111122846091 0.197192786553612 1.53392360490018 2.05383673794504
M2 87 5 4.67977710557581 0.996611676593486 0.001 1 0 4.67876962581929 0.001 0.109110359989427 15 -2.03863800731297 -1.67192352426029 -1.34510688205222 -0.815981021338202 -0.764230950614681 -0.393380037108172 -0.23000103043014 0.129695740516184 0.208742386097801 0.512309522013996 0.737042639732211 0.915906411060879 1.27663309848071 1.48175365829067 2.03995359874283
M2 88 5 4.53351735462406 0.728283562071557 0.001 1 0.00115754978053777 5.46426006893618 0.001 -0.480199363659947 15 -1.90525094115979 -1.485356492721 -0.966071661206999 -0.831640526265951 -0.385912860892558 -0.309473433453523 0.0876424944851668 -0.184653952510307 0.0704291548771225 0.519426573487728 0.597015214205463 0.809507963330181 0.895712888371119 1.62561309580161 2.0766990365019
M2 89 5 4.9980267575456 1.03379271882644 0.001 1 0 5.03116707644718 0.001 -0.141826267332663 15 -1.82593026600094 -0.0241347603118318 -0.612448272699314 -0.13986756282785 -1.41757287710386 0.701903119374071 0.809532381202206 -0.936901871846832 -0.801744358688241 -0.790319031846229 1.50965456947289 -0.104364073011846 0.378784525788466 0.387151142726515 1.96507668318937
M2 90 5 5 0.954088078927515 0.001 1 0.00317407316510353 4.94464158635549 0.001 -0.0863224413644519 15 -2.18719116472217 -2.13249096273672 -1.518096264373 -0.872525539764005 -0.903440124224168 -0.7407690304463 -0.734586499141874 -0.190057813234842 0.472365848442009 0.827138316477657 0.8945020798541 0.871660795665108 0.856759921599585 1.72697135757134 1.9017524483889
M2 91 5 4.98789012677709 0.885598150780159 0.001 1 0 4.95657867116695 0.001 0.100113683866976 15 -2.05547708259107 -1.41712280352112 -1.19102141731627 -1.12362679885374 -0.873801884509561 -0.570025755391896 -0.276479386138233 0.0852379419802794 0.180655799232229 0.597604448722046 0.850105638935516 0.869100858927329 1.1225854202798 1.46023041898392 2.11809001408748
M2 92 5 4.86085130386802 0.926316897333374 0.001 1 0.0014991225051421 4.5145451574137 0.001 -0.534449827663893 15 -2.02906742987799 -1.67768282894163 -1.2662273522245 -0.909666260292911 -0.80805502620703 -0.741285001633651 -0.678094808881021 -0.0494045962072027 0.242908223967981 0.676771052390938 0.671914787552479 0.806405355404282 1.25191884331472 1.80176852062771 2.08262465709122
M2 93 5 4.38445420608981 1.04307052856991 0.001 1 0 3.62072079052839 0.001 0.11324748993658 15 -1.84429728269971 -1.79723073388044 -0.99371309900427 -0.761499048365767 -0.681082817751266 -0.890048859628622 -0.787703633647442 -0.731967747176527 0.699214201863404 0.821143246755414 0.52173394336576 0.489094182146297 1.12539511917309 1.56069912694709 1.79064565568635
M2 94 5 4.7976147503041 0.848020426763072 0.001 1 0 5.25474447588469 0.001 -0.243541835245313 15 -2.13878263791947 -1.53455501928406 -1.24135119387504 -0.71244711286985 -0.573721443378186 -0.663456048293275 -0.550294332586598 0.278683665559147 0.621106426424303 0.534443065096231 0.599782353298813 0.655990457144639 1.50326404743294 1.7400302646278 2.00500333100076
M2 95 5 4.98789673107338 0.992940404214292 0.001 1 0 1.74508449344789 0.001 0.0055351544488501 15 -1.91857421977799 -1.36263376495179 -1.15808100294013 -0.847155966508719 -0.660482683605852 -0.615036610651911 -0.40233665076492 -0.00254430756146851 0.17297557485443 0.440719098607416 0.674982006432366 0.875058461937702 1.0645209320633 1.27396416760471 1.83343411408654
M2 96 5 4.6444331392596 1.00596643824747 0.001 1 0 2.1356310478895 0.001 -0.0620317229637677 15 -1.93723154815334 -1.53382588572698 -0.90751167346252 -0.716686513147121 -0.551878880198915 -0.666025552576985 -0.505161401969047 0.293801407744046 0.571593459050762 0.404070724823107 0.580789214240842 0.690913054024238 0.986569679580057 1.44703587629121 1.88330047010097
M2 97 5 4.53261182390427 0.392561822949695 0.001 1 0 3.54685503218224 0.001 -0.098605572610693 15 -0.178770636036661 -1.8986590694253 0.439531166846692 -1.58702635861499 -1.40480491211666 -1.1778736713893 -0.97521160520394 -0.706004398552423 0.754312965483767 -0.428498739064649 1.04829642129757 1.35717801412955 1.61396990188842 0.0636677668306982 1.98892960330582
M2 98 5 4.34211752899919 0.659600014353225 0.001 1 0 4.30425950500094 0.001 0.0236463437803413 15 -1.55224480459381 -1.96843852054161 -2.18512044651821 -0.989219953268792 -0.467506629950382 -0.0810259267977655 0.22148015469522 -0.758545810182869 -1.22635044444537 0.583482945318923 1.64245727644546 0.850638593613003 1.1327981844363 1.99454658797363 2.15262007307365
M2 99 5 4.59976080603857 0.691853178103124 0.001 1 0 5.42206286957423 0.001 -0.425517628448524 15 -2.04313451565598 -1.50143897066631 -0.987963191459702 -0.735976524463817 -0.597159208697662 -0.550762260749643 0.0209837229724515 0.49039764143081 0.626067419602746 0.631151328804204 0.862085574282255 1.16284111977461 1.30869451494332 1.50711634525897 2.17852117294798
M2 100 5 4.39679609528875 1.06087762919522 0.001 1 0 5.26306622779965 0.001 -0.353618575847986 15 -1.9340499115245 -1.61068709475834 -1.40327989264459 -0.436114793260835 -0.374675966757404 -0.276380209208503 -0.510039411163537 0.464604864477562 0.339568236826131 0.422898600096112 0.490283746899328 0.713620276857151 1.53707287160699 1.82466184826403 1.85735214067244
M3 1 5 3.14871613172929 1.77738498919199 0.001 5 1.85203779460138 0.623822754279339 0.001 -6.34381380920195 15 0.842969840748505 -0.682457515610016 -1.28375140418821 -1.71429159758527 -0.42571231777465 1.33114418476091 -0.124783723911884 0.26404025155969 0.245271708611153 -0.127563127313738 1.9476885452783 2.52135312639615 3.20926572994448 4.86558753541415 0.430002967005652
M3 2 5 1.08335818732196 1.4062457319546 0.001 5 2.89533654375872 0.710971804592725 0.001 -5.05320606587229 15 -3.0000353999027 -1.96854387195834 -1.26456967983845 -0.997514142723263 -0.869362517226325 -0.51741093326164 -0.0743865855999909 0.34664489746752 0.120190932725056 -0.181464480288479 0.127032262318261 0.666475280602542 0.790474866324282 1.16429903353538 1.56121433009816
M3 3 5 3.75128627985221 0.797948908665898 0.001 5 4.85381522273268 0.653972869205925 0.001 0.870809192374939 15 -1.13426732451898 -0.639061961308306 1.49278464074283 1.76414499204278 1.89730689578106 1.82851729900747 -0.108394977998935 1.0016564898916 0.447480722946248 0.190668495287765 -0.915496745756929 -0.910416084930614 -0.503713935321557 1.15123265728951 2.34115310114048
M3 4 5 4.57881176232466 2.01084678484843 0.001 5 4.92766817084872 0.70787177525609 0.001 -3.14240478922881 15 -2.32407794763101 1.25642425413141 0.752782475662728 0.531694451082911 0.69427869507941 -0.0511759226668758 -0.604504248433265 0.731750895236888 0.700374968213555 0.627251214003571 -1.90803006405293 -1.54137620665392 -1.15350635186092 1.10738546047019 1.77364873963068
M3 5 5 1.87379013365687 1.39045909069918 0.001 5 3.90951845674602 0.612222696845801 0.001 -5.15594508311845 15 -1.6635276971279 -1.30089514188357 -1.04957602964816 -0.783343502917313 -0.617940641846364 -0.585391807461167 -0.370134936736962 -0.349402316753394 -0.0388691531808339 0.0675188206482903 0.193708812057535 0.248369531123223 0.292548274718937 0.646008747515731 0.77752777820099
M3 6 5 3.1087347920269 1.14621081924284 0.001 5 4.30163835621877 0.641425121766755 0.001 -4.37993952059025 15 -1.08347677036479 -1.32586912975023 1.25218906933151 1.48404787342076 2.09866403609477 -0.464472742106883 -0.397017344261782 -0.428971739258883 1.08733360645063 0.691866543190286 0.186278604034437 0.236069880328043 -0.0664318248463659 -0.303586725763504 3.06589136871842
M3 7 5 3.7831633532184 3.6286768439184 0.001 5 2.72466077083754 0.635398822417125 0.001 -12.6162828554728 15 -3.6837857337474 -0.521100941333805 0.635724604339181 1.68847492393388 0.517914372249425 1.19719839756473 0.891417560775737 0.0095874185470619 -1.25883859128499 -1.95057851537652 -2.49997636000899 -2.1945590268343 -1.67496059575033 -0.807394928950037 2.40896975322843
M3 8 5 3.97188499678525 2.13777681970471 0.001 5 3.12596289805294 0.669166961511222 0.001 -1.87542492333116 15 -1.1048265126894 -0.365905042765448 0.829929462997432 0.921404143801446 1.34790753519419 1.45659790047525 1.32132797450499 1.14582207646346 -0.355137941547905 -0.641930270113688 -0.722186889805235 -0.475333846844029 0.125793767698946 1.76519815252512 2.51924446413734
M3 9 5 2.58666853348931 1.69250783612426 0.001 5 4.80424445548321 0.580925680442818 0.001 -0.560664956164882 15 -1.77387824695194 -0.968992457512661 -0.328921902090859 0.57084866536124 0.727031292118111 0.551948250422592 0.187517529163814 -0.0684469058919136 -0.421169827117575 -0.556111888195759 -0.789169078621273 -0.84718650629819 -0.739956021925579 0.713679883986849 1.13614610553741
M3 10 5 3.46061928303916 2.84615710559996 0.001 5 0.734752033137282 0.480743311689987 0.001 -8.02487185318111 15 -1.60788008551341 -1.60787983952351 -1.08955967180304 -0.881745818548002 -0.596783282527351 -0.336748304960668 -0.0641452403879775 0.226782394599849 -0.109758684948618 0.0590596297530135 0.379087286054788 0.526993197717763 0.799905365170706 1.20413857263243 1.5374015017823
M3 11 5 3.87272660598336 1.013557543874 0.001 5 3.45038656735035 0.551424366728792 0.001 -2.35783726168465 15 -0.980007913283535 0.251865700069177 -0.990900019145482 0.384224511062027 -0.660538631852952 0.393196893876526 -0.402324698116083 -0.475852560188692 -0.346346369323267 -0.362664698045838 -0.527859648890935 0.65742342894095 -0.0480170706300557 1.08936450350318 -0.00714458642507651
M3 12 5 2.47501757936621 2.64446445092835 0.001 5 3.00197801510725 0.733637196185334 0.001 -4.09803646751791 15 1.09385431382359 1.61424556191842 -0.465423522699519 -0.666279967055726 -0.787484512869898 -0.554267655293933 2.39702586572071 -0.0690799002528333 -0.0651819260125112 0.301607906934339 0.424862521617875 0.482408949086808 -0.0123033598334021 2.91739802823636 4.09729884945579
M3 13 5 4.40050047114492 1.63146583725378 0.001 5 3.73701208940593 0.783150998228675 0.001 -2.25856802773567 15 0.0664443524989087 -1.33033006451527 -3.27831073110772 -1.85385812235284 -1.21458862158203 0.21572222644202 -0.0861388026964641 -0.317899760263107 -0.362248634947938 -0.876210399388368 0.55886871735727 1.09556558936135 0.864436734638875 0.385666539250134 0.0689220971478775
M3 14 5 2.88687598571095 2.66653528561378 0.001 5 4.27087840082484 0.624080516765478 0.001 -1.69354158418049 15 -1.59490245676304 -0.894570862134631 -0.549666053422023 -0.171810509679016 -0.0720773718392362 -0.0929348390926124 0.0269747581255058 -0.561288169708057 -0.659696259825048 -0.831923793272379 0.580567903483716 0.504760726036925 0.472652322411263 0.162320971144186 0.0468192010088896
M3 15 5 3.90882292846233 1.23336460441783 0.001 5 3.16985640562913 0.523347725758812 0.001 -1.70778590222613 15 -0.838885549092735 1.25133005961741 1.17475116633328 0.30992889222036 0.532295740310967 1.01007065465892 0.914341534693692 0.248426810324702 -0.0472100712518063 -0.559746970408538 -0.311089312811655 -0.600140564011564 -0.873246900271001 -0.873248392267344 1.2405055562638
M3 16 5 2.92254080127292 1.14315541049628 0.001 5 3.87545795720053 0.647748713762901 0.001 -0.568571736122827 15 -1.25381555146807 -0.90088326541076 0.44269022421238 0.47326386768061 0.466871115459869 0.459410632016096 -0.512870557497603 -0.504052401396352 0.649824893422455 -0.192612318016986 -0.0321311959241044 0.00774705757394672 0.0649675228237963 0.405159353447846 1.43480540734547
M3 17 5 3.14709874773049 2.2023883415685 0.001 5 4.82890306175275 0.918942088776851 0.001 -3.78951719028968 15 -1.86296435412542 1.44572266240218 0.789391844283793 -1.38089163530403 -1.015361201361 -0.790759929777779 -0.775860033276802 -0.690678181688609 -0.559838130081781 -0.119785780740179 2.73148519504511 2.25996395352443 1.71475534446666 1.37391694832559 3.22730617348437
M3 18 5 4.48442277555612 1.24539238408607 0.001 5 3.35634276429443 0.867749540808783 0.001 -5.70340769233382 15 -7.67846195059596 -5.66322219794326 -4.42454240830175 -3.55384531231782 -2.83113460376359 -2.07615374922572 0.222712195472724 -0.38224476412078 -0.793154621540606 -1.41425617705364 -1.41229483821224 -1.41389265952657 -1.38478330944526 -0.928863661385858 1.0732271200285
M3 19 5 4.53441711105277 1.37410155203144 0.001 5 2.00473383994235 0.557998128942889 0.001 -3.83072315727339 15 0.11782361478239 -0.135179186134177 -1.05907252483414 -0.930466502768502 0.556425847146127 0.719807606852884 -0.293100160071178 -0.449539012972459 -0.528901681076055 -0.5516022164451 -0.548437760747841 -0.521221245283647 0.73888937205934 0.459482716254858 1.22931523640627
